_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,shotInfo.total_freq,shotInfo.info,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_rtg.extraInfo,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_rtg.extraInfo,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,def_adj_prod.extraInfo,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,def_adj_rapm.extraInfo,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,def_adj_rapm_prod.extraInfo,tier,gender
5106634_Men_2022_all,"Lewis, Keyontae",Northeast Conference,Wagner,2022,"[[5, 0.9547, 0.0203, 0.004], [8, 1.1055, 0.2957, 0.0586], [9, 0.6918, 0.4306, 0.0852], [10, 0.8151, 0.0178, 0.0035], [12, 0, 0.0049, 0], [13, 1.0874, 0.1871, 0.037], [14, 0.8333, 0.0436, 0.0086]]","[0, 0, 0, 0, 1]",181,C,KeLewis,"[0, 0, 0, 0.0009, 0.9991]",858,476,975,712,468,829,821,392,1077,663,406,871,76.0,"[[0, 42, 44], [1, 16, 20], [2, 10, 8], [3, 1, 0], [4, 7, 4]]",89,0,71,18,97.9155,114.1083,108.6377,376.1533,0.5393,0,0.0,0.0,0.5915,0.5714,0.3333,0.6667,0.5484,0.3483,0.7978,0.2022,0.0,0.5,0,0.0,0.0,0.5294,0.2222,0.0,0.0,0.7,0.5556,0.9444,0.0556,0.0,0.0,0.3333,0,0.0,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6667,0.0,0.3333,0.5393,0.5,0.3333,573,0.0199,0.2541,0.1149,0.2005,581,0.1908,0.0892,0.012,0.0706,0.35,0.3534,94.3498,-2.7447,-0.9607,98.189,93.0531,Luck adjusted,PREPROCESSING_WARNING,0.0585,-1.0409,Luck adjusted,PREPROCESSING_WARNING,0.0207,-0.3678,Luck adjusted,PREPROCESSING_WARNING,5106634,32,6-9,Fr,F,"Chesterfield, VA",-2.613,-2.613,-0.1667,Adjusted from Def 3P%,-0.0818,PREPROCESSING_WARNING,-0.9095,-0.0589,-0.0289,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4590401_Men_2022_all,"Sivills, Jackson",Southern Conference,Wofford,2022,"[[0, 0.9319, 0.1564, 0.0274], [1, 0.9707, 0.148, 0.0259], [2, 0.942, 0.2908, 0.0509], [4, 0.6066, 0.0478, 0.0084], [5, 1.1836, 0.0034, 0], [6, 1.2314, 0.0974, 0.017], [7, 1.0551, 0.0483, 0.0084], [13, 0.885, 0.0996, 0.0174], [14, 1.0855, 0.1083, 0.0189]]","[0, 0.0024, 0.6571, 0.3393, 0.0012]",331,WG,JaSivills,"[0.0033, 0.1332, 0.4858, 0.3776, 0.0001]",982,1217,739,895,1114,702,822,967,630,614,875,420,109.0,"[[0, 37, 48], [1, 4, 4], [2, 1, 0], [3, 5, 3], [4, 9, 0], [5, 15, 21], [6, 16, 15], [7, 11, 12], [8, 2, 0], [9, 9, 6]]",53,56,41,12,104.1396,115.0917,106.738,523.0483,0.5472,0,0.3036,0.9412,0.6341,0.4615,0.25,0.6667,0.6522,0.211,0.3761,0.1101,0.5138,0.5455,0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.1429,0.7143,0.0714,0.2143,0.0,0.8,0,0.25,0.5,0.8,0.75,0.0,0.0,0.6667,0.2308,0.3846,0.0,0.6154,0.3333,0.2,0.0667,0.7333,0.5,0.4286,0.5385,837,0.0505,0.1303,0.0579,0.1338,847,0.1135,0.0455,0.013,0.0195,0.426,0.4282,109.0619,-1.4948,-0.6367,114.0499,113.6965,Luck adjusted,PREPROCESSING_WARNING,1.9946,1.9235,Luck adjusted,PREPROCESSING_WARNING,0.8541,0.8237,Luck adjusted,PREPROCESSING_WARNING,4590401,0,6-6,So,G,"Paducah, KY",-0.9816,-0.9816,1.4699,Adjusted from Def 3P%,1.5484,PREPROCESSING_WARNING,-0.1117,0.6294,0.663,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4594120_Men_2022_all,"Etienne, Bryson",Southwestern Athletic Conference,Southern U.,2022,"[[0, 0.8435, 0.1649, 0.0474], [1, 0.9103, 0.1179, 0.0339], [2, 0.9325, 0.2294, 0.0659], [3, 0.8222, 0.0315, 0.0091], [4, 0.5903, 0.0879, 0.0253], [5, 1.0565, 0.0361, 0.0104], [6, 1.3092, 0.0211, 0.0061], [7, 0.8985, 0.0372, 0.0107], [9, 0.5698, 0.0062, 0.0018], [13, 0.9603, 0.0517, 0.0149], [14, 1.0603, 0.216, 0.0621]]","[0.0014, 0.9972, 0.0014, 0, 0]",385,CG,BrEtienne,"[0.1961, 0.743, 0.0585, 0.0024, 0]",539,198,768,579,175,871,823,460,1020,947,466,1151,286.0,"[[0, 75, 78], [1, 18, 8], [2, 15, 10], [3, 12, 9], [4, 49, 51], [5, 20, 17], [6, 48, 48], [7, 18, 24], [8, 6, 4], [9, 18, 14], [10, 7, 2]]",141,150,82,59,100.4587,313.9397,106.3269,784.7967,0.4255,0,0.3467,0.9038,0.5366,0.25,0.2712,0.5,0.7273,0.189,0.2818,0.2027,0.5155,0.5,0,0.3,1.0,0.625,0.4,0.25,0.0,0.5,0.0909,0.3636,0.1818,0.4545,0.3333,0.4082,0,0.4615,0.9167,0.4571,0.3125,0.2857,0.75,0.7143,0.28,0.4667,0.1867,0.3467,0.4688,0.3929,0.1429,0.4643,0.4742,0.4773,0.5067,1424,0.1543,0.137,0.0259,0.219,1407,0.142,0.0294,0.0355,0.0093,0.6586,0.6547,95.6081,-1.6455,-1.0838,97.2903,97.3616,Luck adjusted,PREPROCESSING_WARNING,-0.6611,-0.6462,Luck adjusted,PREPROCESSING_WARNING,-0.4328,-0.4231,Luck adjusted,PREPROCESSING_WARNING,4594120,23,6-3,Sr,G,"Houston, TX",-2.4136,-2.4136,0.0464,Adjusted from Def 3P%,0.0248,PREPROCESSING_WARNING,-1.5854,0.0304,0.0162,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4398312_Men_2022_all,"Burrell, Cam",Ohio Valley Conference,Lindenwood,2022,"[[0, 0.7928, 0.1528, 0.039], [1, 0.9813, 0.1381, 0.0353], [2, 0.8222, 0.0653, 0.0167], [3, 0.7274, 0.028, 0.0072], [4, 0.7086, 0.0959, 0.0245], [5, 0.8448, 0.0533, 0.0136], [6, 1.1674, 0.1171, 0.0299], [7, 1.0427, 0.0226, 0.0058], [8, 1.1743, 0.0297, 0.0076], [9, 0.7503, 0.0614, 0.0157], [10, 0.9788, 0.0378, 0.0097], [11, 0.8755, 0.014, 0.0036], [12, 0.8452, 0.0051, 0.0013], [13, 1.1756, 0.0733, 0.0187], [14, 1.3734, 0.1056, 0.027]]","[0, 0, 0.0084, 0.5875, 0.404]",496,WF,CaBurrell,"[0.0027, 0.0709, 0.4229, 0.3902, 0.1133]",532,502,604,599,519,693,824,594,916,1034,672,1135,258.0,"[[0, 123, 164], [1, 14, 6], [2, 19, 18], [3, 1, 3], [4, 6, 3], [5, 28, 26], [6, 8, 3], [7, 1, 3], [8, 5, 4], [9, 41, 24], [10, 12, 8]]",216,43,128,88,102.0597,303.9833,108.3974,901.2317,0.5278,0,0.2791,0.75,0.6484,0.6506,0.3523,0.4516,0.7419,0.2394,0.4942,0.3398,0.166,0.5517,0,0.0,0.0,0.6,0.1333,0.25,0.0,0.8571,0.2414,0.8621,0.1379,0.0,0.375,0.7241,0,0.0,0.0,0.7407,0.85,0.5,1.0,0.8125,0.5333,0.9,0.0667,0.0333,0.2381,0.3269,0.0192,0.6538,0.5097,0.5517,0.7,1542,0.1271,0.1382,0.0739,0.1952,1550,0.1412,0.0348,0.0239,0.0616,0.7574,0.7651,104.8778,-0.8202,-0.6212,102.6097,103.3979,Luck adjusted,,0.1129,0.2748,Luck adjusted,,0.0864,0.2102,Luck adjusted,,4398312,5,6-7,Sr,F,"Chicago, IL",-2.0351,-2.0351,0.4259,Adjusted from Def 3P%,0.6215,,-1.5411,0.3259,0.4755,Adjusted from Def 3P%,,Low,Men
4432126_Men_2022_all,"Tinsley, George",Metro Atlantic Athletic Conference,Mount St. Mary's,2022,"[[0, 0.7661, 0.2105, 0.0388], [1, 1.0812, 0.1089, 0.0201], [2, 0.8426, 0.1626, 0.0299], [3, 0.7242, 0.0116, 0.0021], [4, 0.6805, 0.0733, 0.0135], [5, 0.8453, 0.0273, 0.005], [6, 1.0696, 0.0934, 0.0172], [7, 0.9401, 0.0182, 0.0033], [8, 1.0974, 0.0215, 0.004], [9, 0.7557, 0.0772, 0.0142], [10, 0.9861, 0.0347, 0.0064], [11, 0.8593, 0.0333, 0.0061], [12, 0.8874, 0.0108, 0.002], [13, 1.005, 0.0557, 0.0103], [14, 1.055, 0.061, 0.0112]]","[0, 0, 0.1633, 0.8243, 0.0124]",810,WF,GeTinsley,"[0.0028, 0.1013, 0.5493, 0.3461, 0.0004]",833,566,919,1078,620,1153,825,751,815,1072,905,1047,213.0,"[[0, 76, 90], [1, 16, 8], [2, 22, 16], [3, 7, 9], [4, 24, 30], [5, 27, 18], [6, 17, 12], [7, 8, 3], [8, 1, 0], [9, 12, 10], [10, 3, 4]]",131,82,92,39,102.6345,236.1369,106.0047,1038.075,0.4885,0,0.2927,0.9583,0.5435,0.44,0.359,0.4286,0.6977,0.2019,0.4319,0.1831,0.385,0.6,0,0.2,1.0,0.6667,0.1667,0.0,0.0,0.5,0.2667,0.6,0.0667,0.3333,0.8571,0.6,0,0.3,1.0,0.5,0.5,1.0,1.0,0.625,0.5333,0.2667,0.0667,0.6667,0.6667,0.2381,0.2143,0.5476,0.4695,0.5,0.5,1696,0.0791,0.1736,0.0902,0.147,1691,0.1269,0.0261,0.0142,0.0151,0.8038,0.8003,101.9731,-2.3702,-1.9051,103.8556,104.6054,Luck adjusted,PREPROCESSING_WARNING,0.2494,0.4025,Luck adjusted,PREPROCESSING_WARNING,0.1996,0.3221,Luck adjusted,PREPROCESSING_WARNING,4432126,11,6-6,Sr,F,"Clarks Summit, PA",-1.6207,-1.6207,0.8414,Adjusted from Def 3P%,0.8454,PREPROCESSING_WARNING,-1.3116,0.6734,0.6766,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4896861_Men_2022_all,"Betson, Brandon",American Athletic Conference,Tulsa,2022,"[[0, 0.6827, 0.1917, 0.0623], [1, 0.764, 0.2287, 0.0744], [2, 1.1079, 0.1266, 0.0412], [3, 1.0845, 0.1125, 0.0366], [4, 0.6696, 0.0623, 0.0203], [5, 0.8408, 0.0585, 0.019], [6, 1.3308, 0.0079, 0.0026], [7, 0.9469, 0.0678, 0.022], [13, 0.7857, 0.0285, 0.0093], [14, 1.3556, 0.1155, 0.0375]]","[0.6238, 0.3762, 0, 0, 0]",439,s-PG,BrBetson,"[0.67, 0.3263, 0.0035, 0.0001, 0]",697,1252,387,792,1281,383,826,1125,481,922,1153,511,248.0,"[[0, 27, 24], [1, 6, 6], [2, 14, 20], [3, 12, 9], [4, 42, 42], [5, 61, 94], [6, 41, 47], [7, 2, 3], [8, 5, 0], [9, 27, 16], [10, 11, 8]]",94,154,42,52,106.3881,277.3333,102.4462,783.97,0.4255,0,0.4091,0.5873,0.5476,0.1304,0.3269,0.1176,0.8214,0.1129,0.1694,0.2097,0.621,1.0,0,0.1818,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0769,0.0769,0.8462,0.75,0.3333,0,0.5455,0.6667,0.4286,0.3333,0.2,0.0,0.875,0.1778,0.1556,0.1111,0.7333,0.6818,0.4416,0.0519,0.5065,0.5423,0.3846,0.6889,1329,0.2169,0.2127,0.007,0.2167,1306,0.0648,0.0236,0.0115,0.0,0.6439,0.6337,101.8205,0.2988,0.1924,117.3677,116.1775,Luck adjusted,PREPROCESSING_WARNING,2.1631,1.9286,Luck adjusted,PREPROCESSING_WARNING,1.3707,1.2221,Luck adjusted,PREPROCESSING_WARNING,4896861,11,6-1,Jr,G,"Hercules, CA",-0.479,-0.479,1.9839,Adjusted from Def 3P%,1.6065,PREPROCESSING_WARNING,-0.301,1.2572,1.018,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4702104_Men_2022_all,"House, Jaden",Big South Conference,High Point,2022,"[[0, 0.8362, 0.379, 0.1414], [1, 0.9703, 0.0643, 0.024], [2, 0.8519, 0.0875, 0.0327], [3, 0.7169, 0.052, 0.0194], [4, 0.5842, 0.0443, 0.0165], [5, 1.0579, 0.0181, 0.0067], [6, 1.2467, 0.0361, 0.0135], [7, 1.0153, 0.0581, 0.0217], [9, 0.5469, 0.0027, 0.001], [13, 0.9922, 0.0548, 0.0205], [14, 1.1558, 0.203, 0.0757]]","[0, 0.7609, 0.237, 0.002, 0]",531,WG,JaHouse,"[0.1359, 0.6833, 0.1709, 0.0099, 0]",366,1024,206,361,1145,184,827,1313,235,1004,1319,209,379.0,"[[0, 172, 200], [1, 29, 18], [2, 15, 16], [3, 11, 6], [4, 22, 9], [5, 41, 39], [6, 34, 33], [7, 6, 6], [8, 3, 2], [9, 35, 16], [10, 11, 4]]",267,111,201,66,102.9051,476.0417,107.8106,820.5,0.4831,0,0.2793,0.6774,0.5572,0.1161,0.2576,0.0588,0.6387,0.5053,0.5317,0.1746,0.2937,0.55,0,0.1429,1.0,0.5789,0.0909,0.0,0.0,0.6667,0.3333,0.7037,0.037,0.2593,0.25,0.6167,0,0.3529,0.6667,0.6792,0.1667,0.1429,0.0,0.5741,0.7013,0.6883,0.0909,0.2208,0.5116,0.4762,0.0476,0.4762,0.4643,0.463,0.5974,1467,0.1662,0.1723,0.0313,0.3202,1451,0.1074,0.0338,0.0124,0.0052,0.7216,0.7113,100.3498,1.4705,1.0611,109.4104,113.8052,Luck adjusted,PREPROCESSING_WARNING,1.325,2.2202,Luck adjusted,PREPROCESSING_WARNING,0.9425,1.5791,Luck adjusted,PREPROCESSING_WARNING,4702104,2,6-4,Jr,G,"Richmond, VA",0.7587,0.7587,3.2232,Adjusted from Def 3P%,3.6012,PREPROCESSING_WARNING,0.5428,2.2926,2.5614,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
5106708_Men_2022_all,"Ukomadu, John",ASUN Conference,Eastern Ky.,2022,"[[0, 0.749, 0.065, 0.0142], [1, 0.9156, 0.0203, 0.0044], [2, 0.653, 0.0329, 0.0072], [3, 0.5867, 0.0556, 0.0121], [4, 0.8897, 0.0332, 0.0072], [5, 1.01, 0.0081, 0.0018], [6, 1.2082, 0.0637, 0.0139], [7, 0.9518, 0.0059, 0], [8, 1.2005, 0.0857, 0.0187], [9, 0.796, 0.1364, 0.0297], [10, 0.8862, 0.0419, 0.0091], [11, 0.733, 0.0374, 0.0081], [12, 1.0228, 0.0198, 0.0043], [13, 1.174, 0.1296, 0.0282], [14, 1.0883, 0.2646, 0.0576]]","[0, 0, 0, 0.9491, 0.0509]",279,S-PF,JoUkomadu,"[0, 0.0078, 0.4307, 0.5302, 0.0313]",555,319,725,476,377,595,828,545,963,599,503,702,110.0,"[[0, 47, 68], [1, 8, 6], [2, 9, 8], [3, 5, 3], [4, 6, 0], [5, 4, 3], [6, 12, 12], [7, 6, 3], [8, 4, 2], [9, 6, 6], [10, 3, 2]]",86,34,61,25,105.3386,149.3333,105.2488,390.7883,0.6047,0,0.2353,0.75,0.7049,0.5581,0.36,0.4444,0.5556,0.3,0.5083,0.2083,0.2833,0.5333,0,0.5,1.0,0.6364,0.1429,0.25,0.0,0.8333,0.3529,0.6471,0.2353,0.1176,0.1111,0.65,0,0.2,1.0,0.7647,0.4615,0.0,0.0,0.6667,0.4,0.5667,0.1,0.3333,0.0667,0.25,0.25,0.5,0.5333,0.5588,0.5333,707,0.0406,0.2076,0.0976,0.1989,722,0.1841,0.0378,0.0222,0.0395,0.2948,0.3012,98.387,-1.3994,-0.4126,103.6847,102.7598,Luck adjusted,PREPROCESSING_WARNING,-0.3291,-0.5131,Luck adjusted,PREPROCESSING_WARNING,-0.0991,-0.1546,Luck adjusted,PREPROCESSING_WARNING,5106708,14,6-7,Jr,F,"Southfield, MI",-2.1885,-2.1885,0.2796,Adjusted from Def 3P%,0.2343,PREPROCESSING_WARNING,-0.6151,0.0842,0.0706,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
5107233_Men_2022_all,"Blackmon, Kylan",Sun Belt Conference,Coastal Carolina,2022,"[[0, 0.4994, 0.1753, 0.0296], [1, 0.8219, 0.1101, 0.0186], [2, 1.1279, 0.2079, 0.0351], [3, 1.1005, 0.1066, 0.018], [4, 0.7022, 0.0623, 0.0105], [5, 0.9181, 0.0049, 0], [6, 0.7287, 0.0343, 0.0058], [7, 0.7353, 0.0228, 0.0038], [13, 1.0112, 0.0696, 0.0117], [14, 1.2133, 0.2062, 0.0348]]","[0.0015, 0.8246, 0.1708, 0, 0.0031]",227,WG,KyBlackmon,"[0.0511, 0.7352, 0.2007, 0.013, 0]",1019,914,966,823,755,813,829,891,697,658,745,583,86.0,"[[0, 17, 18], [1, 2, 0], [2, 1, 2], [3, 8, 6], [4, 15, 18], [5, 7, 9], [6, 11, 12], [7, 14, 18], [8, 3, 2], [9, 8, 6]]",32,54,18,14,103.8142,93.975,104.2872,381.09,0.4375,0,0.3889,0.7619,0.5556,0.3,0.2857,0.5,0.5789,0.2209,0.2093,0.1628,0.6279,0.3333,0,0.3333,1.0,0.5,0.0,0.0,0.0,0.75,0.6667,0.3333,0.1667,0.5,0.0,0.8571,0,0.3571,1.0,1.0,0.3333,0.0,0.0,0.4,0.2381,0.2857,0.0476,0.6667,0.1818,0.1429,0.0,0.8571,0.5291,0.4167,0.6429,650,0.0352,0.1703,0.0282,0.14,649,0.0765,0.0248,0.0139,0.0034,0.3385,0.341,99.8716,-2.6972,-0.9131,108.9904,116.6104,Luck adjusted,PREPROCESSING_WARNING,1.0451,2.5835,Luck adjusted,PREPROCESSING_WARNING,0.3564,0.8811,Luck adjusted,PREPROCESSING_WARNING,5107233,0,6-3,Jr,G,"Oxford, MS",-1.212,-1.212,1.2627,Adjusted from Def 3P%,1.9562,PREPROCESSING_WARNING,-0.4086,0.4306,0.6671,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4397715_Men_2022_all,"Rodgers, Spencer",ASUN Conference,Kennesaw St.,2022,"[[0, 0.5532, 0.1599, 0.0371], [1, 1.0687, 0.1899, 0.044], [2, 1.0043, 0.291, 0.0675], [4, 0.7233, 0.0779, 0.0181], [5, 0.9718, 0.0174, 0.004], [6, 0.9686, 0.0109, 0.0025], [7, 1.0042, 0.0716, 0.0166], [9, 0.7842, 0.0399, 0.0092], [13, 1.1132, 0.0355, 0.0082], [14, 1.1173, 0.106, 0.0246]]","[0.0007, 0.6711, 0.3282, 0, 0]",539,CG,SpRodgers,"[0.1789, 0.7303, 0.0805, 0.0103, 0]",911,242,1122,1064,213,1242,830,709,847,957,766,996,201.0,"[[0, 26, 32], [1, 9, 8], [2, 14, 6], [3, 19, 21], [4, 42, 51], [5, 17, 17], [6, 41, 39], [7, 9, 9], [8, 6, 0], [9, 15, 6], [10, 3, 4]]",75,126,36,39,105.4474,216.1476,105.9168,832.0983,0.3867,0,0.3571,0.9778,0.4722,0.0588,0.3077,0.25,0.75,0.1194,0.1791,0.194,0.6269,0.5,0,0.4286,0.6667,0.75,0.0,0.0,0.0,0.0,0.0769,0.3077,0.1538,0.5385,0.1667,0.75,0,0.2778,1.0,1.0,0.0,0.3333,0.0,0.8889,0.3462,0.1923,0.1154,0.6923,1.0909,0.3134,0.194,0.4776,0.4801,0.5769,0.5192,1435,0.1435,0.1943,0.01,0.155,1431,0.1304,0.0264,0.0189,0.0084,0.647,0.6429,93.9779,-3.6995,-2.3935,102.6338,104.3977,Luck adjusted,PREPROCESSING_WARNING,-0.5593,-0.2086,Luck adjusted,PREPROCESSING_WARNING,-0.3595,-0.1341,Luck adjusted,PREPROCESSING_WARNING,4397715,22,6-4,Fr,G,"Lawrenceville, GA",-1.7427,-1.7427,0.7346,Adjusted from Def 3P%,0.8553,PREPROCESSING_WARNING,-1.1549,0.4723,0.5498,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4397631_Men_2022_all,"Harper, Jonas",Patriot League,Boston U.,2022,"[[0, 0.7827, 0.202, 0.0493], [1, 0.9429, 0.0916, 0.0223], [2, 0.9979, 0.1938, 0.0473], [3, 0.8981, 0.0679, 0.0166], [4, 0.7215, 0.038, 0.0093], [5, 0.9262, 0.0434, 0.0106], [6, 1.1114, 0.0313, 0.0076], [7, 0.8298, 0.0501, 0.0122], [9, 0.5043, 0.0179, 0.0044], [13, 1.3365, 0.0473, 0.0115], [14, 1.1363, 0.2167, 0.0529]]","[0.1244, 0.8756, 0, 0, 0]",503,CG,JoHarper,"[0.2528, 0.7261, 0.0206, 0.0005, 0]",638,503,717,762,520,850,831,814,766,1039,968,969,272.0,"[[0, 64, 80], [1, 11, 8], [2, 16, 14], [3, 7, 6], [4, 53, 54], [5, 31, 45], [6, 54, 45], [7, 14, 15], [8, 4, 6], [9, 15, 10], [10, 3, 4]]",113,159,79,34,101.1338,300.5373,107.2875,960.395,0.5398,0,0.3459,0.7455,0.5696,0.1778,0.4706,0.0625,0.6825,0.2316,0.2904,0.125,0.5846,0.625,0,0.4545,0.8,0.6667,0.25,0.5,0.0,1.0,0.1053,0.3158,0.1053,0.5789,0.1,0.6774,0,0.325,0.6923,0.6786,0.1053,0.6667,0.0,0.6087,0.3239,0.3944,0.0423,0.5634,0.2647,0.4651,0.093,0.4419,0.5276,0.6579,0.5704,1560,0.0986,0.1664,0.0121,0.1899,1559,0.0699,0.0287,0.0263,0.0065,0.7584,0.7594,101.9227,-1.3453,-1.0203,101.689,102.2723,Luck adjusted,PREPROCESSING_WARNING,0.1151,0.2359,Luck adjusted,PREPROCESSING_WARNING,0.0874,0.1792,Luck adjusted,PREPROCESSING_WARNING,4397631,15,6-2,Sr,G,"Stamford, CT",-1.4544,-1.4544,1.0283,Adjusted from Def 3P%,1.0705,PREPROCESSING_WARNING,-1.0954,0.7809,0.8129,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
4432933_Men_2022_all,"Alamudun, Jakob",Patriot League,Lehigh,2022,"[[0, 0.779, 0.2913, 0.0757], [1, 0.9502, 0.0822, 0.0214], [2, 0.9087, 0.1757, 0.0457], [4, 0.5964, 0.0544, 0.0141], [5, 1.067, 0.0296, 0.0077], [6, 1.2687, 0.0148, 0.0038], [7, 1.0581, 0.0122, 0.0032], [8, 1.3098, 0.0044, 0], [9, 0.771, 0.09, 0.0234], [10, 0.921, 0.0232, 0.006], [11, 0.9458, 0.0375, 0.0098], [12, 0.9178, 0.0042, 0], [13, 1.0101, 0.0322, 0.0084], [14, 1.0526, 0.1483, 0.0386]]","[0, 0, 0.0037, 0.9702, 0.0261]",197,WF,JaAlamudun,"[0.0019, 0.1366, 0.5567, 0.3047, 0.0001]",1005,559,1085,732,503,827,832,272,1170,595,340,838,86.0,"[[0, 23, 28], [1, 5, 6], [2, 7, 6], [3, 3, 0], [4, 7, 15], [5, 11, 6], [6, 10, 6], [7, 2, 3], [8, 5, 2], [9, 12, 10], [10, 1, 0]]",59,34,33,26,103.372,119.725,106.0297,305.0917,0.4746,0,0.3235,1.0,0.5455,0.0556,0.3846,0.1,0.7143,0.2258,0.3548,0.2796,0.3656,0.5,0,0.0,0.0,1.0,0.0,0.3333,0.0,0.5,0.5,0.25,0.75,0.0,0.0,0.5,0,0.25,1.0,0.3333,0.0,0.6,0.3333,0.75,0.6667,0.25,0.4167,0.3333,0.8,0.3571,0.1429,0.5,0.4785,0.5,0.4583,537,0.0972,0.2172,0.02,0.2235,532,0.2119,0.0342,0.0132,0.013,0.2795,0.2769,85.8668,-3.4053,-0.9519,104.5549,100.3468,Luck adjusted,PREPROCESSING_WARNING,0.2398,-0.6134,Luck adjusted,PREPROCESSING_WARNING,0.0664,-0.1699,Luck adjusted,PREPROCESSING_WARNING,4432933,0,6-6,Sr,F,"Huntington Beach, CA",-3.071,-3.071,-0.581,Adjusted from Def 3P%,-0.9549,PREPROCESSING_WARNING,-0.8584,-0.1609,-0.2645,Adjusted from Def 3P%,PREPROCESSING_WARNING,Low,Men
